,Actor_0,Actor_1,Actor_2,Actor_3,Actor_4,Actor_5,Actor_6,Actor_7,Actor_8,Actor_9,Budget,Directors,Gross,IMDb Rating,Meta Score,Num Votes,Opening Weekend,Oscar Nominations,Oscar Wins,Other Nominations,Other Wins,Release Date,Runtime (mins),Title,Year,Genre: Short,Genre:  Comedy,Genre: Fantasy,Genre: Film-Noir,Genre: Musical,Genre:  Sport,Genre: Biography,Genre: Action,Genre:  Fantasy,Genre:  Biography,Genre: Mystery,Genre:  Musical,Genre: Thriller,Genre:  Romance,Genre:  Film-Noir,Genre:  History,Genre: Western,Genre: Drama,Genre: Sci-Fi,Genre:  Horror,Genre: Romance,Genre: Adventure,Genre:  Family,Genre: Animation,Genre:  Sci-Fi,Genre:  Music,Genre:  Mystery,Genre:  Thriller,Genre: Comedy,Genre:  Crime,Genre: Horror,Genre:  Drama,Genre:  War,Genre:  Western,Genre:  Adventure,Genre: History,Genre:  Action,Genre: Crime,Content Rating: PASSED,Content Rating: TV-MA,Content Rating: X,Content Rating: NC-17,Content Rating: TV-14,Content Rating: M,Content Rating: GP,Content Rating: TV-PG,Content Rating: PG,Content Rating: PG-13,Content Rating: NR,Content Rating: G,Content Rating: APPROVED,Content Rating: UNRATED,Content Rating: NOT RATED,Content Rating: TV-G,Content Rating: R
570,Franco Zeffirelli,Frances Marion,Walter Newman,Jon Voight,Faye Dunaway,Ricky Schroder,Jon Voight,Faye Dunaway,Ricky Schroder,Jack Warden,,Franco Zeffirelli,30441738.0,6.8,nan,6729,,1,0,6,2,1979-03-20,121.0,The Champ,1979-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
571,Jérôme Salle,Julien Rappeneau,Jérôme Salle,Tomer Sisley,Sharon Stone,Ulrich Tukur,Tomer Sisley,Sharon Stone,Ulrich Tukur,Napakpapha Nakprasitte,14763416.254521295,J�r�me Salle,14046075.0,6.2,nan,6750,2304098.324352255,0,0,0,1,2011-02-16,114.0,Largo Winch II,2011-01-01,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
572,Ken Loach,Paul Laverty,Peter Mullan,Louise Goodall,Gary Lewis,Peter Mullan,Louise Goodall,Gary Lewis,Lorraine McIntosh,David McKay,,Ken Loach,346696.0,7.5,nan,6634,55078.01941270426,0,0,10,13,1998-05-15,105.0,My Name Is Joe,1998-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
573,Joseph Zito,Glenn Leopold,Neal Barbera,Vicky Dawson,Christopher Goutman,Lawrence Tierney,Vicky Dawson,Christopher Goutman,Lawrence Tierney,Farley Granger,1000000.0,Joseph Zito,,6.2,nan,7047,,0,0,0,0,1981-11-06,89.0,The Prowler,1981-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
574,John Huston,John Lee Mahin,John Huston,Robert Mitchum,Deborah Kerr,Deborah Kerr,Robert Mitchum,Twentieth Century Fox,nan,nan,3000000.0,John Huston,,7.4,nan,6765,,2,0,5,1,1957-03-13,108.0,Heaven Knows Mr. Allison,1957-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
575,Julie Taymor,Julie Taymor,William Shakespeare,Helen Mirren,Felicity Jones,Djimon Hounsou,Felicity Jones,Jude Akuwudike,Reeve Carney,David Strathairn,20000000.0,Julie Taymor,405861.0,5.4,43.0,6678,,1,0,3,2,2010-09-11,110.0,The Tempest,2010-01-01,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
576,Tran Anh Hung,Tran Anh Hung,Tran Nu Yên-Khê,Man San Lu,Thi Loc Truong,Tran Nu Yên-Khê,Man San Lu,Thi Loc Truong,Anh Hoa Nguyen,Hoa Hoi Vuong,,Tran Anh Hung,1910763.0,7.4,nan,6740,,1,0,2,4,1993-05-01,104.0,M�i du du xanh,1993-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
577,Stanley Donen,John Barry,Martin Amis,John Barry,Farrah Fawcett,Kirk Douglas,Harvey Keitel,Farrah Fawcett,Kirk Douglas,Harvey Keitel,,John Barry Stanley Donen,,5.1,nan,6848,,0,0,5,0,1980-02-15,96.0,Saturn 3,1980-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
578,Costa-Gavras,Donald E. Westlake,Costa-Gavras,José Garcia,Karin Viard,Geordy Monfils,José Garcia,Karin Viard,Geordy Monfils,Christa Théret,,Costa-Gavras,,7.4,nan,6625,1428352.0,0,0,5,1,2005-03-02,117.0,Le couperet,2005-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
579,Irvin Kershner,John Carpenter,David Zelag Goodman,Faye Dunaway,Tommy Lee Jones,Brad Dourif,Faye Dunaway,Tommy Lee Jones,Brad Dourif,Rene Auberjonois,7000000.0,Irvin Kershner,20000000.0,6.1,nan,6845,,0,0,1,1,1978-08-02,104.0,Eyes of Laura Mars,1978-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
580,Majid Majidi,Majid Majidi,Hossein Abedini,Zahra Bahrami,Mohammad Amir Naji,Hossein Abedini,Zahra Bahrami,Mohammad Amir Naji,Hossein Mahjoub,Abbas Rahimi,,Majid Majidi,125900.0,7.8,79.0,6799,,0,0,5,13,2001-01-31,94.0,Baran,2001-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
581,Zach Lipovsky,Tim Carter,Jesse Metcalfe,Meghan Ory,Virginia Madsen,Jesse Metcalfe,Meghan Ory,Virginia Madsen,Keegan Connor Tracy,Aleks Paunovic,,Zach Lipovsky,,5.2,nan,7003,,0,0,0,0,2015-03-27,118.0,Dead Rising,2015-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
582,Dorian Walker,Robin Menken,Vernon Zimmerman,Robyn Lively,Dan Gauthier,Joshua John Miller,Robyn Lively,Dan Gauthier,Joshua John Miller,Caren Kaye,,Dorian Walker,27843.0,6.2,nan,6864,,0,0,2,0,1989-04-28,90.0,Teen Witch,1989-01-01,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
583,J. Lee Thompson,Brian Garfield,Gail Morgan Hickman,Charles Bronson,Kay Lenz,John P. Ryan,Charles Bronson,Kay Lenz,John P. Ryan,Perry Lopez,5000000.0,J. Lee Thompson,6880310.0,5.3,46.0,6945,,0,0,0,0,1987-11-06,99.0,Death Wish 4: The Crackdown,1987-01-01,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
584,Kevin Smith,Kevin Smith,Lily-Rose Depp,Harley Quinn Smith,Johnny Depp,Lily-Rose Depp,Harley Quinn Smith,Adam Brody,Harley Morenstein,Ashley Greene,5000000.0,Kevin Smith,,4.3,23.0,8612,,0,0,1,0,2016-01-24,88.0,Yoga Hosers,2016-01-01,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
585,Jason Stone,Scott Abramovitch,Michael Redhill,Susan Sarandon,Gil Bellows,Ellen Burstyn,Susan Sarandon,Gil Bellows,Ellen Burstyn,Topher Grace,,Jason Stone,,5.8,46.0,6879,,0,0,4,0,2014-08-05,108.0,The Calling,2014-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
586,Robert Stevenson,Charlotte Brontë,Aldous Huxley,Orson Welles,Joan Fontaine,Margaret O'Brien,Orson Welles,Joan Fontaine,Margaret O'Brien,Peggy Ann Garner,1705000.0,Robert Stevenson,3815000.0,7.6,nan,6675,,0,0,0,0,1943-12-24,97.0,Jane Eyre,1943-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
587,Lisa Barros D'Sa,Glenn Leyburn,Daragh Carville,Rupert Grint,Robert Sheehan,James Nesbitt,Rupert Grint,Robert Sheehan,James Nesbitt,Niamh Quinn,,Lisa Barros D'Sa Glenn Leyburn,,6.0,nan,6515,,0,0,1,0,2009-02-08,86.0,Cherrybomb,2009-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
588,Luis Mandoki,Luis Mandoki,Oscar Orlando Torres,Carlos Padilla,Leonor Varela,Xuna Primus,Carlos Padilla,Leonor Varela,Gustavo Muñoz,José María Yazpik,,Luis Mandoki,837000.0,7.9,66.0,6598,1338000.0,0,0,10,13,2004-09-16,120.0,Voces inocentes,2004-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
589,Luis Buñuel,Octave Mirbeau,Luis Buñuel,Jeanne Moreau,Georges Géret,Michel Piccoli,Jeanne Moreau,Georges Géret,Daniel Ivernel,Françoise Lugagne,,Luis Bu�uel,17754.0,7.6,nan,6842,,0,0,1,1,1964-03-04,97.0,Le journal d'une femme de chambre,1964-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
590,Maxim Korostyshevsky,Alexandre Coscas,Robert Crombie,Christian Slater,Sean Bean,Ving Rhames,Christian Slater,Sean Bean,Ving Rhames,Dominic Monaghan,8000000.0,Maxim Korostyshevsky,38842.0,4.3,19.0,6541,,0,0,0,0,2012-06-07,94.0,Soldiers of Fortune,2012-01-01,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
591,Roman Polanski,John Brownjohn,Gérard Brach,Walter Matthau,Cris Campion,Damien Thomas,Walter Matthau,Cris Campion,Damien Thomas,Olu Jacobs,40000000.0,Roman Polanski,1641825.0,6.1,nan,6697,,1,0,1,2,1986-05-08,121.0,Pirates,1986-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
592,Daniel Lee,Daniel Lee,Abe Kwong,Donnie Yen,Wei Zhao,Chun Wu,Donnie Yen,Wei Zhao,Chun Wu,Sammo Kam-Bo Hung,20000000.0,Daniel Lee,,6.4,50.0,6687,,0,0,4,2,2010-02-04,114.0,Jin yi wei,2010-01-01,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
593,Aleksandr Rogozhkin,Aleksandr Rogozhkin,Anni-Kristiina Juuso,Ville Haapasalo,Viktor Bychkov,Anni-Kristiina Juuso,Ville Haapasalo,Viktor Bychkov,Mikhail Korobochkin,Aleksey Kashnikov,4000000.0,Aleksandr Rogozhkin,243187.0,7.9,69.0,6600,,0,0,9,22,2002-06-26,99.0,Kukushka,2002-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
594,Benoît Jacquot,Benoît Jacquot,Gilles Taurand,Léa Seydoux,Diane Kruger,Virginie Ledoyen,Léa Seydoux,Diane Kruger,Virginie Ledoyen,Noémie Lvovsky,,Beno�t Jacquot,72100.0,6.3,67.0,6906,640040.6106640595,0,0,12,6,2012-02-09,100.0,Les adieux � la reine,2012-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
595,Israel Horovitz,Israel Horovitz,Israel Horovitz,Kevin Kline,Kristin Scott Thomas,Maggie Smith,Kevin Kline,Michel Burstin,Elie Wajeman,Maggie Smith,5000000.0,Israel Horovitz,4011530.0,6.4,52.0,7054,,0,0,1,1,2014-09-10,107.0,My Old Lady,2014-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
596,Tony Gatlif,Tony Gatlif,Kits Hilaire,Romain Duris,Rona Hartner,Izidor Serban,Romain Duris,Rona Hartner,Izidor Serban,Ovidiu Balan,,Tony Gatlif,673153.0,7.7,nan,6622,,0,0,5,9,1997-08-10,102.0,Gadjo dilo,1997-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
597,Andrew Erwin,Jon Erwin,Jon Erwin,Theresa Preston,Rachel Hendrix,Jason Burkey,John Schneider,Rachel Hendrix,Jason Burkey,John Schneider,1000000.0,Jon Erwin Andrew Erwin,5355847.0,6.8,32.0,6596,,0,0,1,2,2011-10-28,107.0,October Baby,2011-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
598,Frank Henenlotter,Frank Henenlotter,Rick Hearst,Gordon MacDonald,Jennifer Lowry,Rick Hearst,Gordon MacDonald,Jennifer Lowry,Theo Barnes,Lucille Saint-Peter,900000.0,Frank Henenlotter,,6.7,nan,7063,,0,0,0,0,1988-01-01,84.0,Brain Damage,1988-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
599,Christian Alvart,Christian Alvart,Norman Reedus,Christian von Aster,André Hennicke,Norman Reedus,Christian von Aster,André Hennicke,Waltraud Witte,Konstantin Graudus,,Christian Alvart,,7.1,57.0,6555,,0,0,0,9,2005-04-24,127.0,Antik�rper,2005-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
600,Colin Brady,Christopher Reeve,Robert Kurtz,Jeff Hand,Jake T. Austin,Brian Dennehy,Whoopi Goldberg,Ritchie Allen,Jake T. Austin,Cherise Boothe,35000000.0,Christopher Reeve Colin Brady Dan St. Pierre,14522427.0,5.8,51.0,6779,,0,0,0,0,2006-09-15,87.0,Everyone's Hero,2006-01-01,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
601,Jacob Gentry,Jacob Gentry,Jacob Gentry,Chad McKnight,Brianne Davis,AJ Bowen,Chad McKnight,Brianne Davis,AJ Bowen,Scott Poythress,,Jacob Gentry,4267.0,5.5,39.0,8044,,0,0,1,1,2015-07-22,101.0,Synchronicity,2015-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
602,Vera Chytilová,Vera Chytilová,Vera Chytilová,Ivana Karbanová,Jitka Cerhová,Marie Cesková,Ivana Karbanová,Jitka Cerhová,Marie Cesková,Jirina Myskova,,Vera Chytilov�,,7.4,nan,7027,,0,0,0,1,1966-12-30,74.0,Sedmikr�sky,1966-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
603,Tarik Saleh,Fredrik Edin,Fredrik Edin,Vincent Gallo,Juliette Lewis,Udo Kier,Vincent Gallo,Juliette Lewis,Udo Kier,Stellan Skarsgård,4431580.550900857,Tarik Saleh,,6.3,47.0,6628,,0,0,6,3,2009-09-03,86.0,Metropia,2009-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
604,Irwin Winkler,Irwin Winkler,Robert De Niro,Annette Bening,George Wendt,Robert De Niro,Annette Bening,George Wendt,Patricia Wettig,Sam Wanamaker,,Irwin Winkler,9480198.0,6.5,64.0,6720,,0,0,2,2,1991-03-15,105.0,Guilty by Suspicion,1991-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
605,Gordon Hessler,Brian Clemens,Brian Clemens,John Phillip Law,Caroline Munro,Tom Baker,John Phillip Law,Caroline Munro,Tom Baker,Douglas Wilmer,982351.0,Gordon Hessler,,6.8,nan,6774,,0,0,0,3,1973-12-20,105.0,The Golden Voyage of Sinbad,1973-01-01,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
606,Alexander Bulkley,Alexander Bulkley,Kelly Bulkley,Justin Chambers,Robin Tunney,Rory Culkin,Justin Chambers,Robin Tunney,Rory Culkin,William Mapother,1000000.0,Alexander Bulkley,44785.0,5.4,21.0,6514,,0,0,0,0,2005-07-31,92.0,The Zodiac,2005-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
607,Herbert Ross,Ian Abrams,Kathleen Turner,Dennis Quaid,Fiona Shaw,Kathleen Turner,Dennis Quaid,Fiona Shaw,Stanley Tucci,Larry Miller,,Herbert Ross,12416686.0,6.0,nan,6603,,0,0,0,0,1993-09-10,90.0,Undercover Blues,1993-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
608,Alfred Hitchcock,Campbell Dixon,W. Somerset Maugham,John Gielgud,Madeleine Carroll,Robert Young,Madeleine Carroll,Peter Lorre,John Gielgud,Robert Young,,Alfred Hitchcock,,6.6,nan,6674,,0,0,0,1,1936-05-01,86.0,Secret Agent,1936-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
609,Clint Eastwood,Clancy Carlile,Clancy Carlile,Clint Eastwood,Kyle Eastwood,John McIntire,Clint Eastwood,Kyle Eastwood,John McIntire,Alexa Kenin,2000000.0,Clint Eastwood,4484991.0,6.6,nan,6666,,0,0,1,0,1982-12-15,122.0,Honkytonk Man,1982-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
610,Rob Pearlstein,Rob Pearlstein,Tyler Labine,Damon Wayans Jr.,Hayes MacArthur,Tyler Labine,Damon Wayans Jr.,Hayes MacArthur,Thomas Middleditch,Amanda Lund,,Rob Pearlstein,,5.9,52.0,6614,,0,0,0,0,2014-02-07,87.0,Someone Marry Barry,2014-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
611,Alison Maclean,Denis Johnson,Elizabeth Cuthrell,Billy Crudup,Robert Michael Kelly,Torben Brooks,Billy Crudup,Robert Michael Kelly,Torben Brooks,Dierdre Lewis,2500000.0,Alison Maclean,1282084.0,7.0,76.0,6473,,0,0,7,4,1999-09-05,107.0,Jesus' Son,1999-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
612,Peter Flinth,Jan Guillou,Hans Gunnarsson,Joakim Nätterqvist,Sofia Helin,Stellan Skarsgård,Joakim Nätterqvist,Sofia Helin,Stellan Skarsgård,Bibi Andersson,33227848.10126582,Peter Flinth,,6.6,nan,6656,,0,0,1,1,2008-08-22,128.0,Arn: Riket vid v�gens slut,2008-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
613,Michael Thelin,Richard Raymond Harry Herbeck,Richard Raymond Harry Herbeck,Sarah Bolger,Carly Adams,Elisha Ali,Carly Adams,Elisha Ali,Tyler Aser,Carl Bailey,,Michael Thelin,,5.4,62.0,8617,,0,0,3,0,2015-04-22,80.0,Emelie,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
614,John Cassavetes,John Cassavetes,Gena Rowlands,Buck Henry,Julie Carmen,Julie Carmen,Tony Knesich,Gregory Cleghorne,Buck Henry,John Adames,,John Cassavetes,,7.1,nan,6718,,1,0,2,4,1980-09-05,123.0,Gloria,1980-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
615,Matty Beckerman,Robert Lewis,Katherine Sigismund,Corey Eid,Riley Polanski,Katherine Sigismund,Corey Eid,Riley Polanski,Jillian Clare,Jeff Bowser,,Matty Beckerman,,4.9,47.0,6801,,0,0,1,0,2014-04-04,85.0,Alien Abduction,2014-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
616,Kevin Reynolds,Kevin Reynolds,Kevin Costner,Judd Nelson,Sam Robards,Kevin Costner,Judd Nelson,Sam Robards,Chuck Bush,Brian Cesak,,Kevin Reynolds,91666.0,6.7,nan,6544,,0,0,0,0,1985-01-25,91.0,Fandango,1985-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
617,Murali K. Thalluri,Murali K. Thalluri,Teresa Palmer,Frank Sweet,Sam Harris,Teresa Palmer,Frank Sweet,Sam Harris,Charles Baird,Joel Mackenzie,1319783.5554968985,Murali K. Thalluri,,6.9,nan,6532,575751.6167348555,0,0,4,1,2006-05-26,95.0,2:37,2006-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
618,Stephen Chow,Lik-Chi Lee,Stephen Chow,Man Sang Lo,Stephen Chow,Karen Mok,Nancy Sit,Stephen Chow,Karen Mok,Nancy Sit,,Lik-Chi Lee Stephen Chow,,7.4,nan,6840,,0,0,2,0,1996-12-21,95.0,Sik san,1996-01-01,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
619,Boaz Davidson,Boaz Davidson,Lawrence Monoson,Diane Franklin,Steve Antin,Lawrence Monoson,Diane Franklin,Steve Antin,Joe Rubbo,Louisa Moritz,,Boaz Davidson,5829781.0,6.2,nan,6643,,0,0,0,0,1982-06-26,92.0,The Last American Virgin,1982-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
