,Actor_0,Actor_1,Actor_2,Actor_3,Actor_4,Actor_5,Actor_6,Actor_7,Actor_8,Actor_9,Budget,Content Rating,Directors,Genres,Gross,IMDb Rating,Meta Score,Num Votes,Opening Weekend,Oscar Nominations,Oscar Wins,Other Nominations,Other Wins,Release Date,Runtime (mins),Title,URL,Year
9089,Christopher Papakaliatis,Christopher Papakaliatis,Christopher Papakaliatis,Marina Kalogirou,Giorgos Konstadinou,Christopher Papakaliatis,Marina Kalogirou,Giorgos Konstadinou,Maro Kodou,Maria Solomou,,NR,Christopher Papakaliatis,"Drama, Romance",,6.9,,6296,,0,0,1,1,2012-11-29,111.0,An...,http://www.imdb.com/title/tt2400283/,2012
9090,Luc Besson,Patrice Garcia,Luc Besson,Freddie Highmore,Selena Gomez,Fergie,Freddie Highmore,Selena Gomez,Fergie,Logan Miller,"€65,000,000",PG,Luc Besson,"Animation, Adventure, Family, Fantasy","$51,741,693",5.3,,6328,,0,0,0,0,2009-11-26,107.0,Arthur et la vengeance de Maltazard,http://www.imdb.com/title/tt0940657/,2009
9091,Michael Berry,Michael Berry,Louis Moulinet,Ed Harris,Eva Longoria,Michael Peña,Ed Harris,Michael Peña,Eva Longoria,Amy Madigan,,PG-13,Michael Berry,"Drama, Thriller, Western","$59,306,",6.6,58.0,6203,,0,0,0,1,2014-04-05,103.0,Frontera,http://www.imdb.com/title/tt2510028/,2014
9092,Mark Herman,Mark Herman,Charles Webb,Colin Firth,Minnie Driver,Mary Steenburgen,Colin Firth,Heather Graham,Minnie Driver,Mary Steenburgen,,PG-13,Mark Herman,"Comedy, Romance",,5.4,,5933,"£366,352 (United Kingdom),",0,0,0,0,2003-03-14,92.0,Hope Springs,http://www.imdb.com/title/tt0314431/,2003
9093,Atil Inaç,Kaan Ertem,Suat Ozkan,Safak Sezer,Aydemir Akbas,Ali Çatalbas,Safak Sezer,Aydemir Akbas,Ali Çatalbas,Ali Sürmeli,"$2,000,000",NR,Atil Ina�,"Action, Comedy",,6.0,,6459,,0,0,0,0,2009-10-29,98.0,Kolpa�ino,http://www.imdb.com/title/tt1523486/,2009
9094,Roger Vadim,Roger Vadim,Raoul Lévy,Brigitte Bardot,Curd Jürgens,Jean-Louis Trintignant,Brigitte Bardot,Curd Jürgens,Jean-Louis Trintignant,Jane Marken,"$300,000",PG,Roger Vadim,"Drama, Romance","$2,000,000",6.3,,6131,,0,0,1,0,1956-11-28,95.0,Et Dieu... cr�a la femme,http://www.imdb.com/title/tt0049189/,1956
9095,Michael David Pate,Torge Oelrich,Michael David Pate,Joyce Ilg,Torge Oelrich,Otto Waalkes,Joyce Ilg,Torge Oelrich,Otto Waalkes,Ernst-Herbert Albertsen,"€1,000,000",NR,Michael David Pate,"Comedy, Horror",,1.3,,6026,,0,0,0,0,2015-07-23,81.0,Kartoffelsalat,http://www.imdb.com/title/tt4404474/,2015
9096,Sydney Pollack,Robert Garland,Paul Gaer,Robert Redford,Jane Fonda,Valerie Perrine,Robert Redford,Jane Fonda,Valerie Perrine,Willie Nelson,"$12,500,000",PG,Sydney Pollack,"Comedy, Drama, Romance, Western","$61,801,971",6.3,,6294,,1,0,0,1,1979-12-16,121.0,The Electric Horseman,http://www.imdb.com/title/tt0079100/,1979
9097,Ernest R. Dickerson,Adam Simon,Tim Metcalfe,Snoop Dogg,Pam Grier,Michael T. Weiss,Snoop Dogg,Pam Grier,Michael T. Weiss,Clifton Powell,"$16,000,000",R,Ernest R. Dickerson,"Crime, Horror","$7,307,756,",4.1,42.0,5913,,0,0,1,0,2001-10-24,96.0,Bones,http://www.imdb.com/title/tt0166110/,2001
9098,Richard Loncraine,Charlie Peters,Jill Ciment,Diane Keaton,Morgan Freeman,Cynthia Nixon,Diane Keaton,Morgan Freeman,Cynthia Nixon,Carrie Preston,"$6,000,000",PG-13,Richard Loncraine,Drama,"$1,013,061,",6.2,55.0,6504,,0,0,0,1,2014-09-05,88.0,5 Flights Up,http://www.imdb.com/title/tt2933544/,2014
9099,John Huston,Tony Huston,James Joyce,Anjelica Huston,Donal McCann,Helena Carroll,Helena Carroll,Cathleen Delany,Rachael Dowling,Kate O'Toole,,PG,John Huston,Drama,"$4,370,078",7.4,,6076,,2,0,14,9,1987-09-03,83.0,The Dead,http://www.imdb.com/title/tt0092843/,1987
9100,Kartal Tibet,Kartal Tibet,Yavuz Turgul,Kemal Sunal,Sener Sen,Pembe Mutlu,Kemal Sunal,Sener Sen,Pembe Mutlu,Aysen Gruda,,NR,Kartal Tibet,"Adventure, Comedy, Drama",,8.2,,6529,,0,0,0,0,,94.0,Davaro: Son Eskiya,http://www.imdb.com/title/tt0252361/,1981
9101,Mikkel Brænne Sandemose,John Kåre Raake,Pål Sverre Hagen,Nicolai Cleve Broch,Sofia Helin,Pål Sverre Hagen,Nicolai Cleve Broch,Sofia Helin,Bjørn Sundquist,Maria Annette Tanderø Berglyd,"NOK 38,500,000",PG-13,Mikkel Br�nne Sandemose,"Action, Adventure","$1,228,",5.9,49.0,6398,,0,0,6,3,2013-08-30,100.0,G�ten Ragnarok,http://www.imdb.com/title/tt2363213/,2013
9102,Paul Schrader,Paul Schrader,George C. Scott,Peter Boyle,Season Hubley,George C. Scott,Peter Boyle,Season Hubley,Dick Sargent,Leonard Gaines,,R,Paul Schrader,"Drama, Thriller",,7.0,,6378,,0,0,4,0,1979-02-09,109.0,Hardcore,http://www.imdb.com/title/tt0079271/,1979
9103,Rudolph Maté,George St. George,Ugo Liberatore,Richard Egan,Ralph Richardson,Diane Baker,Richard Egan,Ralph Richardson,Diane Baker,Barry Coe,"£500,000",APPROVED,Rudolph Mat�,"Adventure, Drama, History, War",,6.7,,5927,,0,0,0,0,1962-08-29,114.0,The 300 Spartans,http://www.imdb.com/title/tt0055719/,1962
9104,Kunihiko Yuyama,Jim Malone,Hideki Sonoda,Michael Haigney,Veronica Taylor,Rica Matsumoto,Rachael Lillis,Rica Matsumoto,Veronica Taylor,Rachael Lillis,,G,"Kunihiko Yuyama, Jim Malone","Animation, Action, Adventure, Family, Fantasy, Sci-Fi","$28,023,563",5.6,,6167,,0,0,0,0,2001-07-07,75.0,Poketto monsut�: Sereb� - Toki wo koeta deai,http://www.imdb.com/title/tt0287635/,2001
9105,Erik Poppe,Erik Poppe,Harald Rosenløw-Eeg,Juliette Binoche,Nikolaj Coster-Waldau,Lauryn Canny,Juliette Binoche,Nikolaj Coster-Waldau,Lauryn Canny,Adrianna Cramer Curtis,"€5,284,200",NOT RATED,Erik Poppe,"Drama, War","$47,331,",7.1,57.0,6199,,0,0,14,6,2013-08-31,117.0,Tusen ganger god natt,http://www.imdb.com/title/tt2353767/,2013
9106,Todd Solondz,Todd Solondz,Shirley Henderson,Allison Janney,Ally Sheedy,Shirley Henderson,Michael Kenneth Williams,Roslyn Ruff,Allison Janney,Michael Lerner,,R,Todd Solondz,"Comedy, Drama","$278,821,",6.4,69.0,6024,,0,0,8,3,2009-09-03,98.0,Life During Wartime,http://www.imdb.com/title/tt0808526/,2009
9107,Brian W. Cook,Anthony Frewin,John Malkovich,Jim Davidson,Richard E. Grant,Tom Allen,Scott Baker,Nick Barber,Angus Barnett,Lynda Baron,,NOT RATED,Brian W. Cook,"Comedy, Drama","$70,677,",6.2,57.0,5874,,0,0,2,0,2005-10-06,86.0,Colour Me Kubrick: A True...ish Story,http://www.imdb.com/title/tt0376543/,2005
9108,Mark Robson,Jacqueline Susann,Helen Deutsch,Barbara Parkins,Patty Duke,Paul Burke,Barbara Parkins,Patty Duke,Paul Burke,Sharon Tate,"$5,000,000",PG-13,Mark Robson,"Drama, Music, Romance","$50,000,000,",5.9,,6055,,1,0,4,0,1967-12-15,123.0,Valley of the Dolls,http://www.imdb.com/title/tt0062430/,1967
9109,Ettore Scola,Ruggero Maccari,Ettore Scola,Nino Manfredi,Maria Luisa Santella,Francesco Anniballi,Nino Manfredi,Maria Luisa Santella,Francesco Anniballi,Maria Bosco,,NR,Ettore Scola,"Comedy, Drama","$6,590,",7.8,,6172,,0,0,2,1,1976-05-26,115.0,"Brutti, sporchi e cattivi",http://www.imdb.com/title/tt0074252/,1976
9110,Louis Malle,Pierre Drieu La Rochelle,Maurice Ronet,Léna Skerla,Yvonne Clech,Maurice Ronet,Léna Skerla,Yvonne Clech,Hubert Deschamps,Jean-Paul Moulinot,,NOT RATED,Louis Malle,Drama,,8.0,,6313,,0,0,2,2,1963-09-02,108.0,Le feu follet,http://www.imdb.com/title/tt0057058/,1963
9111,Ciarán Foy,Ciarán Foy,Aneurin Barnard,James Cosmo,Wunmi Mosaku,Aneurin Barnard,James Cosmo,Wunmi Mosaku,Amy Shiels,Ian Hanmore,,R,Ciar�n Foy,"Drama, Horror, Thriller",,5.5,60.0,5944,,0,0,7,11,2012-03-11,84.0,Citadel,http://www.imdb.com/title/tt1641975/,2012
9112,W.S. Van Dyke,Edgar Rice Burroughs,Cyril Hume,Johnny Weissmuller,Neil Hamilton,C. Aubrey Smith,Johnny Weissmuller,Neil Hamilton,C. Aubrey Smith,Maureen O'Sullivan,"$652,675",PASSED,W.S. Van Dyke,"Action, Adventure, Romance",,7.2,,5944,,0,0,1,1,1932-03-25,100.0,Tarzan the Ape Man,http://www.imdb.com/title/tt0023551/,1932
9113,Claudia Llosa,Claudia Llosa,Magaly Solier,Susi Sánchez,Efraín Solís,Magaly Solier,Susi Sánchez,Efraín Solís,Bárbara Lazón,Delci Heredia,,NR,Claudia Llosa,"Drama, Music","$10,376,",6.7,68.0,5949,,1,0,4,15,2009-02-12,95.0,La teta asustada,http://www.imdb.com/title/tt1206488/,2009
9114,Malcolm D. Lee,Norman Vance Jr.,Shad Moss,Nick Cannon,Meagan Good,Shad Moss,Chi McBride,Meagan Good,Wesley Jonathan,Marcus T. Paulk,,PG-13,Malcolm D. Lee,"Comedy, Drama, Music, Romance","$17,378,977,",6.1,59.0,5913,,0,0,6,2,2005-09-20,112.0,Roll Bounce,http://www.imdb.com/title/tt0403455/,2005
9115,Mike Clattenburg,Mike Clattenburg,Robb Wells,Robb Wells,John Paul Tremblay,Mike Smith,Robb Wells,John Paul Tremblay,Mike Smith,John Dunsworth,"$5,000,000",R,Mike Clattenburg,"Comedy, Crime",,7.4,,6030,"CAD 1,300,000 (Canada),",0,0,2,1,2009-09-17,102.0,Trailer Park Boys: Countdown to Liquor Day,http://www.imdb.com/title/tt1337032/,2009
9116,John De Bello,Stephen Andrich,John De Bello,Anthony Starke,George Clooney,Karen M. Waldron,Anthony Starke,George Clooney,Karen M. Waldron,Steve Lundquist,,PG,John De Bello,"Comedy, Horror, Sci-Fi",,5.2,,5917,,0,0,0,0,1988-04-22,98.0,Return of the Killer Tomatoes!,http://www.imdb.com/title/tt0095989/,1988
9117,Asghar Farhadi,Asghar Farhadi,Mani Haghighi,Hamid Farokhnezhad,Hediyeh Tehrani,Taraneh Alidoosti,Hamid Farokhnezhad,Hediyeh Tehrani,Taraneh Alidoosti,Pantea Bahram,,NOT RATED,Asghar Farhadi,"Drama, Mystery, Romance",,7.9,84.0,6839,,0,0,8,7,2006-02-01,102.0,Chaharshanbe-soori,http://www.imdb.com/title/tt0845439/,2006
9118,Takao Okawara,Hiroshi Kashiwabara,Wataru Mimura,Takehiro Murata,Hiroshi Abe,Naomi Nishida,Takehiro Murata,Hiroshi Abe,Naomi Nishida,Mayu Suzuki,"$13,000,000",PG,Takao Okawara,"Action, Adventure, Drama, Sci-Fi, Thriller","$24,522,891",6.1,41.0,6106,,0,0,1,0,1999-11-06,99.0,Gojira ni-sen mireniamu,http://www.imdb.com/title/tt0188640/,1999
9119,John Suits,Dustin T. Benson,Rachel Nichols,Alfie Allen,Missi Pyle,Rachel Nichols,Alfie Allen,Missi Pyle,Mekhi Phifer,Paul Guilfoyle,,TV-MA,John Suits,"Action, Horror, Sci-Fi, Thriller",,4.5,47.0,6379,,0,0,0,0,2016-02-26,91.0,Pandemic,http://www.imdb.com/title/tt3774802/,2016
9120,Kasi Lemmons,George Dawes Green,George Dawes Green,Samuel L. Jackson,Colm Feore,Ann Magnuson,Samuel L. Jackson,Colm Feore,Ann Magnuson,Damir Andrei,"$13,500,000",R,Kasi Lemmons,"Crime, Drama, Music, Mystery, Thriller","$687,194",5.9,44.0,5855,,0,0,4,0,2001-01-19,105.0,The Caveman's Valentine,http://www.imdb.com/title/tt0182000/,2001
9121,Ezel Akay,Levent Kazak,Özcan Deniz,Haluk Bilginer,Sebnem Dönmez,Özcan Deniz,Haluk Bilginer,Sebnem Dönmez,Demet Akbag,Murat Akkoyunlu,"$1,500,000",NR,Ezel Akay,"Comedy, Musical",,7.2,,6571,,0,0,0,6,2004-02-20,128.0,Neredesin Firuze,http://www.imdb.com/title/tt0410369/,2004
9122,Arne Feldhusen,Ralf Husmann,Christoph Maria Herbst,Milena Dreißig,Bjarne Mädel,Christoph Maria Herbst,Milena Dreißig,Bjarne Mädel,Diana Staehly,Oliver Wnuk,,NR,Arne Feldhusen,Comedy,,7.4,,6019,,0,0,0,1,2014-02-18,123.0,Stromberg - Der Film,http://www.imdb.com/title/tt3010660/,2014
9123,Sue Brooks,Alison Tilson,Toni Collette,Gotaro Tsunashima,Lynette Curran,Toni Collette,Gotaro Tsunashima,Matthew Dyktynski,Lynette Curran,Yumiko Tanaka,"$5,740,000",R,Sue Brooks,"Drama, Romance","$647,054,",6.7,73.0,5859,"$94,642 (Australia),",0,0,13,20,2003-05-19,110.0,Japanese Story,http://www.imdb.com/title/tt0304229/,2003
9124,Luca Miniero,Massimo Gaudioso,Dany Boon,Claudio Bisio,Alessandro Siani,Angela Finocchiaro,Claudio Bisio,Alessandro Siani,Angela Finocchiaro,Valentina Lodovini,,NR,Luca Miniero,Comedy,,6.5,,6345,,0,0,21,8,2010-10-01,102.0,Benvenuti al sud,http://www.imdb.com/title/tt1529235/,2010
9125,Chang-dong Lee,Chang-dong Lee,Kyung-gu Sol,So-ri Moon,Nae-sang Ahn,Kyung-gu Sol,So-ri Moon,Nae-sang Ahn,Seung-wan Ryoo,Kwi-Jung Chu,,NR,Chang-dong Lee,"Drama, Romance",,8.0,79.0,6056,,0,0,2,20,2002-08-09,133.0,Oasiseu,http://www.imdb.com/title/tt0320193/,2002
9126,Johannes Roberts,Noel Clarke,Noel Clarke,Noel Clarke,Colin O'Donoghue,Antonia Campbell-Hughes,Noel Clarke,Colin O'Donoghue,Antonia Campbell-Hughes,Laura Haddock,,R,Johannes Roberts,"Horror, Sci-Fi",,4.4,52.0,5950,,0,0,1,0,2012-06-29,87.0,Storage 24,http://www.imdb.com/title/tt1986953/,2012
9127,Eytan Fox,Avner Bernheimer,Ohad Knoller,Yehuda Levi,Assi Cohen,Ohad Knoller,Yehuda Levi,Assi Cohen,Aya Steinovitz,Hani Furstenberg,,R,Eytan Fox,"Drama, Romance, War",,7.2,70.0,6023,,0,0,1,9,2002-08-01,65.0,Yossi & Jagger,http://www.imdb.com/title/tt0334754/,2002
9128,Kit Ryan,Raymond Friel,Derek Boyle,David Heap,Alan Smyth,Stephen Dorff,David Heap,Alan Smyth,Stephen Dorff,Sean Pertwee,,NOT RATED,Kit Ryan,"Comedy, Horror",,5.8,,5838,,0,0,0,2,2007-07-30,95.0,Botched,http://www.imdb.com/title/tt0790590/,2007
9129,Stanley Kubrick,Howard Sackler,Frank Silvera,Kenneth Harp,Paul Mazursky,Frank Silvera,Kenneth Harp,Paul Mazursky,Stephen Coit,Virginia Leith,"$33,000",NOT RATED,Stanley Kubrick,"Drama, Thriller, War",,5.6,,6493,,0,0,1,0,1953-03-31,62.0,Fear and Desire,http://www.imdb.com/title/tt0045758/,1953
9130,Joan Micklin Silver,Robin Schiff,Robin Schiff,Patrick Dempsey,Kate Jackson,Robert Ginty,Patrick Dempsey,Kate Jackson,Robert Ginty,Nancy Valen,,PG-13,Joan Micklin Silver,Comedy,"$3,960,327",6.0,,6072,,0,0,0,0,1989-04-28,98.0,Loverboy,http://www.imdb.com/title/tt0097790/,1989
9131,David O. Russell,Kristin Gore,Matthew Silverstein,Jessica Biel,Raymond L. Brown Jr.,Jenny Gulley,Jessica Biel,Raymond L. Brown Jr.,Jenny Gulley,Beverly D'Angelo,"$26,000,000",PG-13,David O. Russell,"Comedy, Romance",,4.1,20.0,6305,,0,0,0,0,2015-02-10,100.0,Accidental Love,http://www.imdb.com/title/tt1137470/,2015
9132,Delmer Daves,Elliott Arnold,Albert Maltz,James Stewart,Jeff Chandler,Debra Paget,James Stewart,Jeff Chandler,Debra Paget,Basil Ruysdael,,APPROVED,Delmer Daves,"Drama, Romance, Western",,7.2,,6103,,3,0,3,2,1950-07-20,93.0,Broken Arrow,http://www.imdb.com/title/tt0042286/,1950
9133,Martin Ritt,Pat Barker,Harriet Frank Jr.,Jane Fonda,Robert De Niro,Swoosie Kurtz,Jane Fonda,Robert De Niro,Swoosie Kurtz,Martha Plimpton,"$23,000,000",PG-13,Martin Ritt,"Drama, Romance","$5,820,015",6.3,,6025,,0,0,0,0,1990-02-09,104.0,Stanley & Iris,http://www.imdb.com/title/tt0100680/,1990
9134,Prabhudheva,Chintan Gandhi,Sahar Quaze,Akshay Kumar,Amy Jackson,Lara Dutta,Akshay Kumar,Amy Jackson,Lara Dutta,Kay Kay Menon,,NR,Prabhudheva,"Action, Comedy","$919,095,",5.4,,6142,,0,0,0,0,2015-10-01,141.0,Singh Is Bliing,http://www.imdb.com/title/tt3696192/,2015
9135,Anil Sharma,Shailesh Verma,Shaktimaan Talwar,Salman Khan,Zarine Khan,Mithun Chakraborty,Salman Khan,Zarine Khan,Mithun Chakraborty,Jackie Shroff,,NR,Anil Sharma,"Action, Adventure, Drama, History, Romance, War","$499,685,",4.7,,6126,,0,0,0,0,2010-01-22,169.0,Veer,http://www.imdb.com/title/tt1185412/,2010
9136,Ishirô Honda,Shin'ichi Sekizawa,Paul Mason,Tadao Takashima,Kenji Sahara,Yû Fujiki,Tadao Takashima,Kenji Sahara,Yû Fujiki,Ichirô Arishima,"$200,000",APPROVED,Ishir� Honda,"Action, Adventure, Fantasy, Sci-Fi","$2,725,000",5.9,,6225,,0,0,0,0,1962-08-11,97.0,Kingu Kongu tai Gojira,http://www.imdb.com/title/tt0056142/,1962
9137,Giorgio Serafini,Jim Agnew,Megan Brown,Wesley Snipes,Aunjanue Ellis,Zoë Bell,Wesley Snipes,Aunjanue Ellis,Zoë Bell,Ernie Hudson,"$13,000,000",R,Giorgio Serafini,"Action, Adventure, Thriller",,4.7,,5922,,0,0,0,0,2011-02-15,98.0,Game of Death,http://www.imdb.com/title/tt1446072/,2011
9138,Garry Marshall,Anne Rice,Deborah Amelon,Dana Delany,Dan Aykroyd,Rosie O'Donnell,Dana Delany,Paul Mercurio,Rosie O'Donnell,Dan Aykroyd,"$25,000,000",R,Garry Marshall,"Comedy, Crime, Romance, Thriller","$6,841,570",4.1,,5852,,0,0,4,1,1994-10-14,113.0,Exit to Eden,http://www.imdb.com/title/tt0109758/,1994
9139,Abel Ferrara,Nicholas St. John,Zoë Lund,Bogey,Albert Sinkys,Zoë Lund,Bogey,Albert Sinkys,Darlene Stuto,Helen McGara,"$62,000",R,Abel Ferrara,"Crime, Drama, Thriller",,6.8,62.0,6311,,0,0,1,0,1981-04-24,80.0,Ms .45,http://www.imdb.com/title/tt0082776/,1981
9140,Patrice Leconte,Josiane Balasko,Michel Blanc,Josiane Balasko,Michel Blanc,Marie-Anne Chazel,Josiane Balasko,Michel Blanc,Marie-Anne Chazel,Christian Clavier,,NOT RATED,Patrice Leconte,Comedy,,7.5,,6043,,0,0,0,0,1979-11-22,90.0,Les bronz�s font du ski,http://www.imdb.com/title/tt0078907/,1979
9141,Edward Dmytryk,John Paxton,Richard Brooks,Robert Young,Robert Mitchum,Robert Ryan,Robert Young,Robert Mitchum,Robert Ryan,Gloria Grahame,"$250,000",UNRATED,Edward Dmytryk,"Crime, Drama, Film-Noir, Mystery","$1,300,000",7.4,,6083,,5,0,3,3,1947-07-22,86.0,Crossfire,http://www.imdb.com/title/tt0039286/,1947
9142,Leo McCarey,Dudley Nichols,Leo McCarey,Bing Crosby,Ingrid Bergman,Henry Travers,Bing Crosby,Ingrid Bergman,Henry Travers,William Gargan,,UNRATED,Leo McCarey,Drama,"$21,300,000",7.4,,5981,,0,1,7,3,1945-12-06,126.0,The Bells of St. Mary's,http://www.imdb.com/title/tt0037536/,1945
9143,Guy Green,Elizabeth Kata,Guy Green,Sidney Poitier,Shelley Winters,Elizabeth Hartman,Sidney Poitier,Shelley Winters,Elizabeth Hartman,Wallace Ford,"$800,000",UNRATED,Guy Green,"Drama, Romance",,8.0,,5985,,0,1,15,3,1965-12-10,105.0,A Patch of Blue,http://www.imdb.com/title/tt0059573/,1965
9144,Seijun Suzuki,Hachiro Guryu,Hachiro Guryu,Jô Shishido,Mariko Ogawa,Annu Mari,Jô Shishido,Mariko Ogawa,Annu Mari,Kôji Nanbara,,NOT RATED,Seijun Suzuki,"Action, Crime, Drama, Thriller",,7.4,,6218,,0,0,0,0,1967-06-15,99.0,Koroshi no rakuin,http://www.imdb.com/title/tt0061882/,1967
9145,Ulu Grosbard,John Gregory Dunne,John Gregory Dunne,Robert De Niro,Robert Duvall,Charles Durning,Robert De Niro,Robert Duvall,Charles Durning,Kenneth McMillan,,R,Ulu Grosbard,"Crime, Drama","$10,200,000",6.4,,5949,,0,0,2,2,1981-09-24,108.0,True Confessions,http://www.imdb.com/title/tt0083232/,1981
9146,Anand K.V.,A.N. Balakrishnan,A.N. Balakrishnan,Suriya,Tamannaah Bhatia,Prabhu,Suriya,Tamannaah Bhatia,Prabhu,Jagan,"INR 180,000,000",NR,Anand K.V.,Action,,7.3,,6314,,0,0,9,3,2009-04-03,162.0,Ayan,http://www.imdb.com/title/tt1355546/,2009
9147,Jon Knautz,Trevor Matthews,Nick Gordon,Ali Cobrin,Adam DiMarco,Slaine,Ali Cobrin,Adam DiMarco,Slaine,Alyson Bath,"$3,150,000",NOT RATED,"Trevor Matthews, Jon Knautz","Horror, Thriller",,5.5,,6392,,0,0,0,0,2014-10-16,99.0,GirlHouse,http://www.imdb.com/title/tt2577172/,2014
9148,John Malkovich,Nicholas Shakespeare,Nicholas Shakespeare,Javier Bardem,Laura Morante,Juan Diego Botto,Javier Bardem,Juan Diego Botto,Laura Morante,Elvira Mínguez,,R,John Malkovich,"Crime, Drama, Thriller","$5,227,348,",7.0,64.0,5894,"€100,224 (Spain),",0,0,3,1,2002-01-11,132.0,The Dancer Upstairs,http://www.imdb.com/title/tt0118926/,2002
9149,Vishal Bhardwaj,Abbas Tyrewala,Vishal Bhardwaj,Irrfan Khan,Tabu,Pankaj Kapur,Irrfan Khan,Tabu,Pankaj Kapur,Naseeruddin Shah,,NR,Vishal Bhardwaj,"Crime, Drama",,8.2,,6524,,0,0,12,8,2003-09-10,132.0,Maqbool,http://www.imdb.com/title/tt0379370/,2003
9150,Paul Flaherty,William Porter,Steven Kampmann,Martin Short,Charles Grodin,Mary Steenburgen,Martin Short,Charles Grodin,Mary Steenburgen,Dabney Coleman,"$19,000,000",PG,Paul Flaherty,Comedy,"$7,411,659",5.3,,5894,,0,0,0,0,1994-04-01,90.0,Clifford,http://www.imdb.com/title/tt0109447/,1994
9151,Peter MacDonald,Damon Wayans,Damon Wayans,Stacey Dash,Marlon Wayans,Damon Wayans,Stacey Dash,Joe Santos,John Diehl,Harry Lennix,"$15,000,000",R,Peter MacDonald,"Action, Comedy, Crime, Romance, Thriller","$40,227,000",5.4,,5977,,0,0,0,1,1992-07-24,89.0,Mo' Money,http://www.imdb.com/title/tt0104897/,1992
9152,Jean Becker,Jean Becker,Jean-Loup Dabadie,Gérard Depardieu,Gisèle Casadesus,Maurane,Gérard Depardieu,Gisèle Casadesus,Maurane,Sophie Guillemin,,NOT RATED,Jean Becker,"Comedy, Drama",,7.2,59.0,5974,,0,0,0,1,2010-05-09,82.0,La t�te en friche,http://www.imdb.com/title/tt1455151/,2010
9153,Émile Gaudreault,Steve Galluccio,Steve Galluccio,Luke Kirby,Peter Miller,Ginette Reno,Luke Kirby,Ginette Reno,Paul Sorvino,Mary Walsh,"CAD 5,000,000",R,�mile Gaudreault,"Comedy, Drama, Romance","$6,239,558,",6.7,41.0,5854,,0,0,14,0,2003-05-15,88.0,Mambo Italiano,http://www.imdb.com/title/tt0330602/,2003
9154,Patricia Riggen,Ligiah Villalobos,Eugenio Derbez,Kate del Castillo,Adrian Alonso,Adrian Alonso,Kate del Castillo,Eugenio Derbez,Maya Zapata,Carmen Salinas,,PG-13,Patricia Riggen,"Adventure, Drama","$12,589,108,",7.4,59.0,5903,,0,0,2,3,2007-07-27,106.0,La misma luna,http://www.imdb.com/title/tt0796307/,2007
9155,Robert Altman,Neve Campbell,Barbara Turner,Neve Campbell,James Franco,Malcolm McDowell,Neve Campbell,Malcolm McDowell,James Franco,Barbara E. Robertson,"$15,000,000",PG-13,Robert Altman,"Drama, Music, Romance","$2,281,585,",6.4,73.0,5812,,0,0,2,0,2003-09-08,112.0,The Company,http://www.imdb.com/title/tt0335013/,2003
9156,Hampton Fancher,Lew McCreary,Hampton Fancher,Owen Wilson,Sheryl Crow,Dwight Yoakam,Owen Wilson,Sheryl Crow,Dwight Yoakam,Dennis Haysbert,,R,Hampton Fancher,"Crime, Drama, Mystery, Thriller","$368,808,",6.2,56.0,5816,,0,0,4,1,1999-01-25,111.0,The Minus Man,http://www.imdb.com/title/tt0151582/,1999
9157,Karel Reisz,Alan Sillitoe,Alan Sillitoe,Albert Finney,Shirley Anne Field,Rachel Roberts,Albert Finney,Shirley Anne Field,Rachel Roberts,Hylda Baker,"£100,000",TV-PG,Karel Reisz,"Drama, Romance",,7.7,,6110,,0,0,3,7,1960-10-27,89.0,Saturday Night and Sunday Morning,http://www.imdb.com/title/tt0054269/,1960
9158,John Huston,Leonard Gardner,Leonard Gardner,Stacy Keach,Jeff Bridges,Susan Tyrrell,Stacy Keach,Jeff Bridges,Susan Tyrrell,Candy Clark,,PG,John Huston,"Drama, Sport",,7.4,,6128,,1,0,2,2,1972-05-12,97.0,Fat City,http://www.imdb.com/title/tt0068575/,1972
9159,Jeff Pollack,J.B. Cook,Marc Meeks,David Spade,Sophie Marceau,Ever Carradine,David Spade,Ever Carradine,Stephanie Chang,Neal MacMillan,"$30,000,000",PG-13,Jeff Pollack,"Comedy, Romance","$6,545,360,",5.0,19.0,5847,,0,0,1,0,1999-04-23,95.0,Lost & Found,http://www.imdb.com/title/tt0120836/,1999
9160,John Sturges,Henry King,Ernest Hemingway,Peter Viertel,Spencer Tracy,Felipe Pazos,Harry Bellaver,Spencer Tracy,Felipe Pazos,Harry Bellaver,"$5,000,000",NOT RATED,"John Sturges, Fred Zinnemann, Henry King","Adventure, Drama",,7.0,,5993,,0,1,4,5,1958-10-07,86.0,The Old Man and the Sea,http://www.imdb.com/title/tt0052027/,1958
9161,Santiago Segura,Santiago Segura,Santiago Segura,Gabino Diego,Tony Leblanc,Santiago Segura,Gabino Diego,Tony Leblanc,José Luis Moreno,Inés Sastre,"€4,200,000",NR,Santiago Segura,"Action, Comedy, Crime",,6.5,,5950,"€3,496,844 (Spain),",0,0,1,1,2001-03-30,99.0,Torrente 2: Misi�n en Marbella,http://www.imdb.com/title/tt0257231/,2001
9162,Sönke Wortmann,Sönke Wortmann,Rochus Hahn,Louis Klamroth,Peter Lohmeyer,Johanna Gastdorf,Louis Klamroth,Peter Lohmeyer,Johanna Gastdorf,Mirko Lang,"€7,300,000",NR,S�nke Wortmann,"Drama, Sport",,6.8,,5898,"€2,509,501 (Germany),",0,0,5,9,2003-08-31,118.0,Das Wunder von Bern,http://www.imdb.com/title/tt0326429/,2003
