,Actor_0,Actor_1,Actor_2,Actor_3,Actor_4,Actor_5,Actor_6,Actor_7,Actor_8,Actor_9,Budget,Content Rating,Directors,Genres,Gross,IMDb Rating,Meta Score,Num Votes,Opening Weekend,Oscar Nominations,Oscar Wins,Other Nominations,Other Wins,Release Date,Runtime (mins),Title,URL,Year
5242,Barbet Schroeder,Eleazar Lipsky,Ben Hecht,David Caruso,Samuel L. Jackson,Nicolas Cage,David Caruso,Samuel L. Jackson,Nicolas Cage,Helen Hunt,"$40,000,000",R,Barbet Schroeder,"Action, Crime, Thriller","$14,942,422",5.9,,15152,,0,0,1,0,1995-04-21,101.0,Kiss of Death,http://www.imdb.com/title/tt0113552/,1995
5243,John Schlesinger,Daniel Pyne,Melanie Griffith,Matthew Modine,Michael Keaton,Melanie Griffith,Matthew Modine,Michael Keaton,Mako,Nobu McCarthy,"$18,000,000",R,John Schlesinger,Thriller,"$44,926,706",6.4,,15352,,0,0,0,0,1990-09-28,102.0,Pacific Heights,http://www.imdb.com/title/tt0100318/,1990
5244,James Nguyen,James Nguyen,James Nguyen,Alan Bagh,Whitney Moore,Tippi Hedren,Alan Bagh,Whitney Moore,Tippi Hedren,Janae Caster,"$10,000",NOT RATED,James Nguyen,"Horror, Romance, Thriller",,1.8,,17106,,0,0,0,0,2010-02-27,105.0,Birdemic: Shock and Terror,http://www.imdb.com/title/tt1316037/,2010
5245,Aleksandr Sokurov,Boris Khaimsky,Anatoli Nikiforov,Sergey Dreyden,Mariya Kuznetsova,Leonid Mozgovoy,Sergey Dreyden,Mariya Kuznetsova,Leonid Mozgovoy,Mikhail Piotrovsky,,NOT RATED,Aleksandr Sokurov,"Drama, Fantasy, History, Mystery","$37,439,",7.4,86.0,15945,,0,0,15,10,2002-05-22,99.0,Russkiy kovcheg,http://www.imdb.com/title/tt0318034/,2002
5246,Paul Schrader,DeWitt Bodeen,Alan Ormsby,Nastassja Kinski,Malcolm McDowell,John Heard,Nastassja Kinski,Malcolm McDowell,John Heard,Annette O'Toole,"$18,000,000",R,Paul Schrader,"Fantasy, Horror, Thriller","$7,000,000",6.1,62.0,15800,,0,0,1,0,1982-04-02,118.0,Cat People,http://www.imdb.com/title/tt0083722/,1982
5247,Takashi Miike,Yasushi Akimoto,Minako Daira,Ko Shibasaki,Shin'ichi Tsutsumi,Kazue Fukiishi,Ko Shibasaki,Shin'ichi Tsutsumi,Kazue Fukiishi,Anna Nagata,,R,Takashi Miike,"Horror, Mystery",,6.2,54.0,15137,"$542,580 (Japan),",0,0,0,0,2003-11-03,112.0,Chakushin ari,http://www.imdb.com/title/tt0366292/,2003
5248,Kaare Andrews,Angela Bettis,Ant Timpson,Nacho Vigalondo,Ingrid Bolsø Berdal,Iván González,Kyra Zagorsky,Eva Llorach,Miquel Insua,Alejandra Urdiaín,,NOT RATED,"Yoshihiro Nishimura, Xavier Gens, Yudai Yamaguchi, Marcel Sarmiento, H�l�ne Cattet, Jake West, Lee Hardcastle, Thomas Cappelen Malling, Jason Eisener, Kaare Andrews, Srdjan Spasojevic, Jorge Michel Grau, Banjong Pisanthanakun, Ben Wheatley, Bruno Forzani, Adri�n Garc�a Bogliano, Nacho Vigalondo, Anders Morgenthaler, Ti West, Adam Wingard, Noboru Iguchi, Timo Tjahjanto, Simon Rumley, Ernesto D�az Espinoza, Andrew Traucki, Angela Bettis, Jon Schnepp","Comedy, Horror","$21,660,",4.7,43.0,15824,,0,0,1,1,2012-09-15,129.0,The ABCs of Death,http://www.imdb.com/title/tt1935896/,2012
5249,John Sturges,Tom Mankiewicz,Jack Higgins,Michael Caine,Donald Sutherland,Robert Duvall,Michael Caine,Donald Sutherland,Robert Duvall,Jenny Agutter,"$6,000,000",PG,John Sturges,"Adventure, Drama, Thriller, War",,6.9,,15734,,0,0,0,0,1976-12-25,135.0,The Eagle Has Landed,http://www.imdb.com/title/tt0074452/,1976
5250,Jim Sheridan,Jim Sheridan,Terry George,Daniel Day-Lewis,Emily Watson,Daragh Donnelly,Daniel Day-Lewis,Daragh Donnelly,Frank Coughlan,Sean Kearns,,R,Jim Sheridan,"Drama, Romance, Sport","$5,400,000,",7.1,75.0,15756,,0,0,3,3,1997-12-31,113.0,The Boxer,http://www.imdb.com/title/tt0118760/,1997
5251,Larry Bishop,Larry Bishop,Larry Bishop,Dennis Hopper,Michael Madsen,Julia Jones,Larry Bishop,Leonor Varela,Austin Galuppo,Pete Randall,,R,Larry Bishop,"Action, Drama, Thriller","$194,287,",5.1,25.0,14639,,0,0,0,1,2008-01-21,84.0,Hell Ride,http://www.imdb.com/title/tt0411475/,2008
5252,Joe Dante,Richard Robinson,John Sayles,Bradford Dillman,Heather Menzies-Urich,Kevin McCarthy,Bradford Dillman,Heather Menzies-Urich,Kevin McCarthy,Keenan Wynn,"$600,000",R,Joe Dante,"Comedy, Horror, Sci-Fi, Thriller","$16,000,000",5.9,,15568,,0,0,1,1,1978-08-03,94.0,Piranha,http://www.imdb.com/title/tt0078087/,1978
5253,Douglas McGrath,Douglas McGrath,George Plimpton,Toby Jones,Daniel Craig,Sandra Bullock,Sigourney Weaver,Toby Jones,Gwyneth Paltrow,Sandra Bullock,"$13,000,000",R,Douglas McGrath,"Biography, Crime, Drama","$1,150,403,",7.1,68.0,15008,,0,0,2,3,2006-08-31,110.0,Infamous,http://www.imdb.com/title/tt0420609/,2006
5254,Chris Koch,Greg Glienna,Greg Glienna,Jason Lee,Julia Stiles,Selma Blair,Jason Lee,Julia Stiles,Selma Blair,James Brolin,"$20,000,000",PG-13,Chris Koch,"Comedy, Romance","$15,408,822,",5.6,27.0,15105,,0,0,0,0,2003-01-17,101.0,A Guy Thing,http://www.imdb.com/title/tt0295289/,2003
5255,Steve Barker,Rae Brunton,Kieran Parker,Ray Stevenson,Julian Wadham,Richard Brake,Ray Stevenson,Julian Wadham,Richard Brake,Paul Blair,,R,Steve Barker,"Action, Horror, Sci-Fi",,5.9,,14780,,0,0,0,0,2008-03-11,90.0,Outpost,http://www.imdb.com/title/tt0892899/,2008
5256,William A. Graham,Henry De Vere Stacpoole,Leslie Stevens,Brian Krause,Milla Jovovich,Lisa Pelikan,Milla Jovovich,Brian Krause,Lisa Pelikan,Courtney Barilla,"$11,000,000",PG-13,William A. Graham,"Adventure, Drama, Romance","$2,807,854",5.1,,15513,,0,0,6,0,1991-08-02,102.0,Return to the Blue Lagoon,http://www.imdb.com/title/tt0102782/,1991
5257,Kriv Stenders,James McFarland,Simon Pegg,Teresa Palmer,Alice Braga,Simon Pegg,Steve Le Marquand,Alice Braga,Teresa Palmer,Sullivan Stapleton,,R,Kriv Stenders,"Comedy, Crime, Thriller","$23,840,",5.9,30.0,16592,,0,0,4,0,2014-09-06,90.0,Kill Me Three Times,http://www.imdb.com/title/tt2393845/,2014
5258,Atom Egoyan,Atom Egoyan,Bruce Greenwood,Elias Koteas,Don McKellar,David Hemblen,Calvin Green,Don McKellar,Peter Krantz,Mia Kirshner,"CAD 2,000,000",R,Atom Egoyan,Drama,"$4,183,379",7.1,,15658,,0,0,10,15,1994-05-16,103.0,Exotica,http://www.imdb.com/title/tt0109759/,1994
5259,Michael O. Sajbel,Cheryl McKay,Jim Stovall,Drew Fuller,James Garner,Abigail Breslin,James Garner,Bill Cobbs,Lee Meriwether,George Lee,,PG,Michael O. Sajbel,"Drama, Family, Romance","$3,438,735",7.4,49.0,15369,,0,0,0,3,2006-10-20,114.0,The Ultimate Gift,http://www.imdb.com/title/tt0482629/,2006
5260,Roger Donaldson,Jim Thompson,Walter Hill,Alec Baldwin,Kim Basinger,Michael Madsen,Alec Baldwin,Kim Basinger,Michael Madsen,James Woods,,R,Roger Donaldson,"Action, Adventure, Crime, Drama, Romance, Thriller","$30,059,000",5.7,,15079,,0,0,3,0,1994-02-11,115.0,The Getaway,http://www.imdb.com/title/tt0109890/,1994
5261,Stan Winston,Ed Justin,Mark Patrick Carducci,Lance Henriksen,Jeff East,John D'Aquino,Lance Henriksen,Jeff East,John D'Aquino,Kimberly Ross,"$3,500,000",R,Stan Winston,"Fantasy, Horror","$4,385,516",6.2,,16092,,0,0,3,0,1988-06-01,86.0,Pumpkinhead,http://www.imdb.com/title/tt0095925/,1988
5262,Michael Apted,Michael Palmer,Tony Gilroy,Hugh Grant,Gene Hackman,Sarah Jessica Parker,Hugh Grant,Gene Hackman,Sarah Jessica Parker,David Morse,"$38,000,000",R,Michael Apted,"Crime, Drama, Mystery, Thriller","$17,305,211,",6.1,,15013,,0,0,0,0,1996-09-27,118.0,Extreme Measures,http://www.imdb.com/title/tt0116259/,1996
5263,Luca Guadagnino,Barbara Alberti,Ivan Cotroneo,Tilda Swinton,Flavio Parenti,Edoardo Gabbriellini,Tilda Swinton,Flavio Parenti,Edoardo Gabbriellini,Alba Rohrwacher,"€3,600,000",R,Luca Guadagnino,"Drama, Romance","$10,906,568",7.0,79.0,16091,,1,0,40,16,2009-09-05,120.0,Io sono l'amore,http://www.imdb.com/title/tt1226236/,2009
5264,Kevin Tancharoen,Allison Burnett,Christopher Gore,Kelsey Grammer,Bebe Neuwirth,Megan Mullally,Kay Panabaker,Walter Perez,Naturi Naughton,Asher Monroe,"$18,000,000",PG,Kevin Tancharoen,"Comedy, Drama, Musical, Romance","$80,227,619",5.0,39.0,14861,,0,0,1,0,2009-09-23,107.0,Fame,http://www.imdb.com/title/tt1016075/,2009
5265,Ingmar Bergman,Ingmar Bergman,Ingrid Thulin,Gunnar Björnstrand,Gunnel Lindblom,Ingrid Thulin,Gunnar Björnstrand,Gunnel Lindblom,Max von Sydow,Allan Edwall,,NOT RATED,Ingmar Bergman,Drama,,8.1,,16024,,0,0,0,1,1963-02-09,81.0,Nattvardsg�sterna,http://www.imdb.com/title/tt0057358/,1963
5266,Paul Weitz,Paul Weitz,Nick Flynn,Paul Dano,Robert De Niro,Julianne Moore,Robert De Niro,Paul Dano,Julianne Moore,Olivia Thirlby,,R,Paul Weitz,Drama,"$526,322,",6.4,53.0,15046,,0,0,0,1,2012-03-02,102.0,Being Flynn,http://www.imdb.com/title/tt0455323/,2012
5267,Graham Baker,David Seltzer,Andrew Birkin,Sam Neill,Rossano Brazzi,Don Gordon,Sam Neill,Rossano Brazzi,Don Gordon,Lisa Harrow,"$5,000,000",R,Graham Baker,Horror,"$20,471,342",5.6,,15437,,0,0,0,1,1981-03-20,108.0,The Final Conflict,http://www.imdb.com/title/tt0082377/,1981
5268,Francis Veber,Francis Veber,Francis Veber,Daniel Auteuil,Gérard Depardieu,Thierry Lhermitte,Daniel Auteuil,Gérard Depardieu,Thierry Lhermitte,Michèle Laroque,"FRF 95,130,000",R,Francis Veber,Comedy,"$6,671,454,",7.1,72.0,14989,,0,0,0,1,2001-01-17,84.0,Le placard,http://www.imdb.com/title/tt0243493/,2001
5269,Woody Allen,Woody Allen,Diane Keaton,Geraldine Page,Kristin Griffith,Kristin Griffith,Mary Beth Hurt,Richard Jordan,Diane Keaton,E.G. Marshall,"$10,000,000",PG,Woody Allen,Drama,"$10,432,466,",7.5,67.0,15602,,5,0,11,9,1978-08-02,92.0,Interiors,http://www.imdb.com/title/tt0077742/,1978
5270,Karan Johar,Karan Johar,Shibani Bathija,Shah Rukh Khan,Rani Mukerji,Amitabh Bachchan,Amitabh Bachchan,Shah Rukh Khan,Abhishek Bachchan,Rani Mukerji,"INR 700,000,000",R,Karan Johar,"Drama, Romance","$3,275,443,",6.1,,15601,,0,0,22,4,2006-08-11,193.0,Kabhi Alvida Naa Kehna,http://www.imdb.com/title/tt0449999/,2006
5271,Tay Garnett,Harry Ruskin,Niven Busch,Lana Turner,John Garfield,Cecil Kellaway,Lana Turner,John Garfield,Cecil Kellaway,Hume Cronyn,,NOT RATED,Tay Garnett,"Crime, Drama, Film-Noir, Mystery, Romance, Thriller","$8,330,000,",7.6,,15490,,0,0,0,0,1946-05-02,113.0,The Postman Always Rings Twice,http://www.imdb.com/title/tt0038854/,1946
5272,Gaspar Noé,Gaspar Noé,Philippe Nahon,Blandine Lenoir,Frankie Pain,Philippe Nahon,Blandine Lenoir,Frankie Pain,Martine Audrain,Zaven,,NOT RATED,Gaspar No�,"Crime, Drama, Thriller","$54,735,",7.5,,15852,,0,0,6,5,1998-05-16,93.0,Seul contre tous,http://www.imdb.com/title/tt0157016/,1998
5273,Igor Kovalyov,Norton Virgien,David N. Weiss,J. David Stem,Elizabeth Daily,Christine Cavanaugh,Kath Soucie,Elizabeth Daily,Christine Cavanaugh,Kath Soucie,"$24,000,000",G,"Norton Virgien, Igor Kovalyov","Animation, Adventure, Comedy, Drama, Family, Musical","$140,894,675",5.9,,15490,,0,0,6,2,1998-11-08,79.0,The Rugrats Movie,http://www.imdb.com/title/tt0134067/,1998
5274,Brian Gibson,George Dawes Green,Ted Tally,Demi Moore,Alec Baldwin,Joseph Gordon-Levitt,Demi Moore,Alec Baldwin,Joseph Gordon-Levitt,James Gandolfini,"$44,000,000",R,Brian Gibson,"Drama, Thriller","$63,054,725",5.6,,14973,,0,0,2,1,1996-01-29,118.0,The Juror,http://www.imdb.com/title/tt0116731/,1996
5275,Robert Aldrich,Mickey Spillane,A.I. Bezzerides,Ralph Meeker,Albert Dekker,Paul Stewart,Ralph Meeker,Albert Dekker,Paul Stewart,Juano Hernandez,"$410,000",NOT RATED,Robert Aldrich,"Crime, Film-Noir, Mystery, Sci-Fi, Thriller","$952,000,",7.7,,15415,,0,0,0,1,1955-05-08,106.0,Kiss Me Deadly,http://www.imdb.com/title/tt0048261/,1955
5276,Robert Benton,Allison Burnett,Charles Baxter,Morgan Freeman,Radha Mitchell,Alexa Davalos,Morgan Freeman,Greg Kinnear,Radha Mitchell,Billy Burke,,R,Robert Benton,"Drama, Romance","$3,504,875,",6.7,51.0,14927,,0,0,0,0,2007-09-28,97.0,Feast of Love,http://www.imdb.com/title/tt0800027/,2007
5277,Rupert Wainwright,Blake Snyder,Colby Carr,Brian Bonsall,Karen Duffy,James Rebhorn,Brian Bonsall,Karen Duffy,James Rebhorn,Jayne Atkinson,,PG,Rupert Wainwright,"Comedy, Crime, Family","$30,577,969",5.2,,15705,,0,0,0,0,1994-02-11,93.0,Blank Check,http://www.imdb.com/title/tt0109287/,1994
5278,Peter Howitt,Peter A. Dowling,Dominic Cooper,Samuel L. Jackson,Gloria Reuben,Dominic Cooper,Samuel L. Jackson,Gloria Reuben,Ryan Robbins,Erin Karpluk,"$8,000,000",R,Peter Howitt,"Crime, Thriller",,5.7,19.0,16102,,0,0,0,0,2014-01-17,91.0,Reasonable Doubt,http://www.imdb.com/title/tt2304953/,2014
5279,Hector Babenco,Hector Babenco,Fernando Bonassi,Enrique Diaz,Wagner Moura,Caio Blat,Luiz Carlos Vasconcelos,Milton Gonçalves,Ivan de Almeida,Ailton Graça,"BRL 12,000,000",R,Hector Babenco,"Drama, Crime","$213,954,",7.6,71.0,15359,"$1,977,227 (Brazil),",0,0,25,13,2003-03-21,145.0,Carandiru,http://www.imdb.com/title/tt0293007/,2003
5280,Joss Whedon,Joss Whedon,William Shakespeare,Alexis Denisof,Amy Acker,Fran Kranz,Amy Acker,Alexis Denisof,Nathan Fillion,Clark Gregg,,PG-13,Joss Whedon,"Comedy, Drama, Romance","$4,327,763,",7.2,78.0,14840,,0,0,8,1,2012-09-08,109.0,Much Ado About Nothing,http://www.imdb.com/title/tt2094064/,2012
5281,Mike Nichols,Nora Ephron,Alice Arlen,Meryl Streep,Kurt Russell,Cher,Meryl Streep,Kurt Russell,Cher,Craig T. Nelson,"$10,000,000",R,Mike Nichols,"Biography, Drama, History, Thriller","$35,615,609",7.2,64.0,15460,,5,0,13,2,1983-12-14,131.0,Silkwood,http://www.imdb.com/title/tt0086312/,1983
5282,Ertem Egilmez,Sadik Sendil,Kemal Sunal,Sener Sen,Halit Akçatepe,Kemal Sunal,Sener Sen,Halit Akçatepe,Hale Soygazi,Adile Nasit,,NR,Ertem Egilmez,"Comedy, Family, Mystery, Romance",,9.0,,15660,,0,0,0,0,,80.0,S�t Kardesler,http://www.imdb.com/title/tt0253779/,1976
5283,Hark Tsui,Yiu-ming Leung,Elsa Tang,Jet Li,Rosamund Kwan,Biao Yuen,Jet Li,Biao Yuen,Rosamund Kwan,Jacky Cheung,,R,Hark Tsui,"Action, Adventure, Biography, Drama, History","$3,826,459",7.4,,15005,,0,0,4,5,1991-08-15,134.0,Wong Fei Hung,http://www.imdb.com/title/tt0103285/,1991
5284,Louis Malle,Roger Nimier,Louis Malle,Jeanne Moreau,Maurice Ronet,Georges Poujouly,Jeanne Moreau,Maurice Ronet,Georges Poujouly,Yori Bertin,,NOT RATED,Louis Malle,"Crime, Drama, Thriller","$109,257,",8.0,94.0,16143,,0,0,0,1,1958-01-29,91.0,Ascenseur pour l'�chafaud,http://www.imdb.com/title/tt0051378/,1958
5285,Cyrus Nowrasteh,Betsy Giffen Nowrasteh,Cyrus Nowrasteh,Shohreh Aghdashloo,Jim Caviezel,Mozhan Marnò,Shohreh Aghdashloo,Mozhan Marnò,Jim Caviezel,Navid Negahban,,R,Cyrus Nowrasteh,Drama,"$655,647,",8.0,50.0,15754,,0,0,8,6,2008-09-07,114.0,The Stoning of Soraya M.,http://www.imdb.com/title/tt1277737/,2008
5286,Julian Jarrold,Geoff Deane,Tim Firth,Chiwetel Ejiofor,Joel Edgerton,Sarah-Jane Potts,Joel Edgerton,Chiwetel Ejiofor,Sarah-Jane Potts,Nick Frost,,PG-13,Julian Jarrold,"Comedy, Drama, Music","$1,819,454,",7.1,57.0,15583,"£623,163 (United Kingdom),",0,0,6,1,2005-10-07,107.0,Kinky Boots,http://www.imdb.com/title/tt0434124/,2005
5287,Matt Bettinelli-Olpin,Tyler Gillett,Lindsay Devlin,Allison Miller,Zach Gilford,Sam Anderson,Allison Miller,Zach Gilford,Sam Anderson,Roger Payano,"$7,000,000",R,"Matt Bettinelli-Olpin, Tyler Gillett","Horror, Mystery, Thriller","$15,818,967,",4.1,34.0,14896,,0,0,3,0,2014-01-16,89.0,Devil's Due,http://www.imdb.com/title/tt2752758/,2014
5288,Ken Wiederhorn,Ken Wiederhorn,James Karen,Thom Mathews,Michael Kenworthy,Michael Kenworthy,Thor Van Lingen,Jason Hogan,James Karen,Thom Mathews,"$6,200,000",R,Ken Wiederhorn,"Comedy, Horror, Sci-Fi","$9,205,924",5.8,,15275,,0,0,3,0,1988-01-08,89.0,Return of the Living Dead: Part II,http://www.imdb.com/title/tt0095990/,1988
5289,David Swift,Erich Kästner,David Swift,Hayley Mills,Maureen O'Hara,Brian Keith,Hayley Mills,Maureen O'Hara,Brian Keith,Charles Ruggles,,G,David Swift,"Comedy, Family, Romance","$29,650,385",7.1,73.0,15824,,2,0,6,2,1961-05-13,129.0,The Parent Trap,http://www.imdb.com/title/tt0055277/,1961
5290,Jackie Chan,Jackie Chan,Edward Tang,Jackie Chan,Carol 'Do Do' Cheng,Eva Cobo,Jackie Chan,Carol 'Do Do' Cheng,Eva Cobo,Shôko Ikeda,"HKD 115,000,000",PG-13,Jackie Chan,"Action, Adventure, Comedy, Crime, Thriller","$15,464,830",7.3,,15494,,0,0,1,0,1991-02-07,106.0,Fei ying gai wak,http://www.imdb.com/title/tt0099558/,1991
5291,John Glenn,John Glenn,Evan Astrowsky,Paul Walker,Piper Perabo,Brooklynn Proulx,Paul Walker,Piper Perabo,Brooklynn Proulx,Bob Gunton,"$9,750,000",PG-13,John Glenn,"Drama, Mystery, Thriller",,6.2,,15251,,0,0,0,0,2008-10-21,100.0,The Lazarus Project,http://www.imdb.com/title/tt0464041/,2008
5292,Atom Egoyan,Paul Harris Boardman,Scott Derrickson,Colin Firth,Reese Witherspoon,Alessandro Nivola,Reese Witherspoon,Colin Firth,Alessandro Nivola,James Hamrick,"$15,000,000",NOT RATED,Atom Egoyan,"Biography, Crime, Drama, Thriller",,6.1,42.0,16736,,0,0,1,0,2013-09-08,114.0,Devil's Knot,http://www.imdb.com/title/tt0804463/,2013
5293,Ang Lee,Ang Lee,James Schamus,Sihung Lung,Kuei-Mei Yang,Yu-Wen Wang,Sihung Lung,Yu-Wen Wang,Chien-Lien Wu,Kuei-Mei Yang,,NOT RATED,Ang Lee,"Comedy, Drama, Romance","$7,294,403",7.8,,15235,,1,0,13,5,1994-08-03,124.0,Yin shi nan nu,http://www.imdb.com/title/tt0111797/,1994
5294,Alejandro Jodorowsky,Alejandro Jodorowsky,Roberto Leoni,Axel Jodorowsky,Blanca Guerra,Guy Stockwell,Axel Jodorowsky,Blanca Guerra,Guy Stockwell,Thelma Tixou,"$787,000",NC-17,Alejandro Jodorowsky,"Drama, Fantasy, Horror, Thriller",,7.7,,15520,,0,0,8,1,1989-05-01,123.0,Santa sangre,http://www.imdb.com/title/tt0098253/,1989
5295,Jeff Baena,Jeff Baena,Aubrey Plaza,Dane DeHaan,John C. Reilly,Aubrey Plaza,Dane DeHaan,John C. Reilly,Molly Shannon,Cheryl Hines,"$2,400,000",R,Jeff Baena,"Comedy, Horror, Romance","$80,315,",5.6,50.0,15960,,0,0,6,0,2014-01-19,89.0,Life After Beth,http://www.imdb.com/title/tt2581244/,2014
5296,Courteney Cox,David Flebotte,Seann William Scott,Olivia Thirlby,Garret Dillahunt,Seann William Scott,Olivia Thirlby,Garret Dillahunt,Kate Walsh,Kyle Gallner,,R,Courteney Cox,"Comedy, Drama","$8,129,",6.4,24.0,15382,,0,0,0,0,2014-04-24,95.0,Just Before I Go,http://www.imdb.com/title/tt2980472/,2014
5297,Luchino Visconti,Thomas Mann,Luchino Visconti,Dirk Bogarde,Romolo Valli,Mark Burns,Dirk Bogarde,Romolo Valli,Mark Burns,Nora Ricci,,GP,Luchino Visconti,Drama,,7.5,,15169,,1,0,6,18,1971-03-01,130.0,Morte a Venezia,http://www.imdb.com/title/tt0067445/,1971
5298,Costa-Gavras,Costa-Gavras,Donald E. Stewart,Jack Lemmon,Sissy Spacek,Melanie Mayron,Jack Lemmon,Sissy Spacek,Melanie Mayron,John Shea,,PG,Costa-Gavras,"Biography, Drama, History, Mystery, Thriller","$14,986,793",7.8,78.0,15396,,0,1,18,9,1982-02-12,122.0,Missing,http://www.imdb.com/title/tt0084335/,1982
5299,Selçuk Aydemir,Birkan Pusa,Selçuk Aydemir,Ahmet Kural,Murat Cemcir,Rasim Öztekin,Ahmet Kural,Murat Cemcir,Rasim Öztekin,Seher Devrim Yakut,"$2,500,000",NR,"Birkan Pusa, Sel�uk Aydemir",Comedy,,7.3,,16355,"€9,800,000 (Turkey),",0,0,0,0,2013-12-05,106.0,D�g�n Dernek,http://www.imdb.com/title/tt3347976/,2013
5300,Michel Hazanavicius,Jean-François Halin,Jean Bruce,Jean Dujardin,François Damiens,Khalid Maadour,Jean Dujardin,François Damiens,Khalid Maadour,Youssef Hamid,"€14,000,000",NOT RATED,Michel Hazanavicius,"Action, Adventure, Comedy, Crime","$302,752,",7.1,62.0,15212,,0,0,7,4,2006-04-06,99.0,"OSS 117: Le Caire, nid d'espions",http://www.imdb.com/title/tt0464913/,2006
5301,Orson Welles,Pierre Cholot,Franz Kafka,Anthony Perkins,Arnoldo Foà,Jess Hahn,Anthony Perkins,Arnoldo Foà,Jess Hahn,Billy Kearns,,NOT RATED,Orson Welles,"Drama, Mystery, Thriller",,7.8,,15533,,0,0,0,1,1962-12-21,119.0,Le proc�s,http://www.imdb.com/title/tt0057427/,1962
5302,Robert Siodmak,Anthony Veiller,Ernest Hemingway,Burt Lancaster,Ava Gardner,Edmond O'Brien,Burt Lancaster,Ava Gardner,Edmond O'Brien,Albert Dekker,,NOT RATED,Robert Siodmak,"Crime, Drama, Film-Noir, Mystery",,7.8,,15595,,4,0,0,3,1946-08-28,103.0,The Killers,http://www.imdb.com/title/tt0038669/,1946
5303,John Cassavetes,John Cassavetes,Gena Rowlands,Peter Falk,Fred Draper,Peter Falk,Gena Rowlands,Fred Draper,Lady Rowlands,Katherine Cassavetes,,R,John Cassavetes,"Drama, Romance",,8.2,,16163,,2,0,5,9,1974-10-12,155.0,A Woman Under the Influence,http://www.imdb.com/title/tt0072417/,1974
5304,Enzo Barboni,Enzo Barboni,Terence Hill,Bud Spencer,Steffen Zacharias,Terence Hill,Bud Spencer,Steffen Zacharias,Dan Sturkie,Gisela Hahn,,G,Enzo Barboni,"Comedy, Western",,7.5,,15621,,0,0,0,0,1970-12-22,113.0,Lo chiamavano Trinit�...,http://www.imdb.com/title/tt0067355/,1970
5305,Marius Holst,Mette M. Bølstad,Lars Saabye Christensen,Benjamin Helstad,Trond Nilssen,Stellan Skarsgård,Benjamin Helstad,Trond Nilssen,Stellan Skarsgård,Kristoffer Joner,"NOK 54,000,000",NOT RATED,Marius Holst,"Action, Drama","$7,166,",7.5,,15252,,0,0,6,8,2010-12-17,116.0,Kongen av Bast�y,http://www.imdb.com/title/tt1332134/,2010
5306,Satyajit Ray,Bibhutibhushan Bandyopadhyay,Satyajit Ray,Kanu Bannerjee,Karuna Bannerjee,Subir Banerjee,Kanu Bannerjee,Karuna Bannerjee,Chunibala Devi,Uma Das Gupta,,NOT RATED,Satyajit Ray,Drama,"$536,364",8.4,,16664,,0,0,1,8,1955-08-26,125.0,Pather Panchali,http://www.imdb.com/title/tt0048473/,1955
5307,Vipul Amrutlal Shah,Suresh Nair,Ritesh Shah,Akshay Kumar,Katrina Kaif,Rishi Kapoor,Akshay Kumar,Katrina Kaif,Rishi Kapoor,Clive Standen,,NR,Vipul Amrutlal Shah,"Comedy, Drama, Romance","$1,207,007,",7.3,,17570,,0,0,1,0,2007-03-23,128.0,Namastey London,http://www.imdb.com/title/tt0795434/,2007
5308,Daniel Benmayor,Matt Johnson,T.J. Scott,Taylor Lautner,Marie Avgeropoulos,Adam Rayner,Taylor Lautner,Marie Avgeropoulos,Adam Rayner,Rafi Gavron,"$11,000,000",PG-13,Daniel Benmayor,"Action, Crime, Drama, Thriller",,5.6,45.0,15808,,0,0,2,0,2015-01-15,94.0,Tracers,http://www.imdb.com/title/tt2401097/,2015
5309,Michael Jai White,Chris Hauty,Michael Jai White,Dean Geyer,Alex Meraz,Michael Jai White,Dean Geyer,Alex Meraz,Todd Duffee,Scottie Epstein,"$3,000,000",R,Michael Jai White,"Action, Drama, Sport",,5.8,,15547,,0,0,0,0,2011-04-08,90.0,Never Back Down 2: The Beatdown,http://www.imdb.com/title/tt1754264/,2011
5310,Will Finn,John Sanford,Will Finn,John Sanford,Judi Dench,Cuba Gooding Jr.,Jennifer Tilly,G.W. Bailey,Roseanne Barr,Bobby Block,"$110,000,000",PG,"Will Finn, John Sanford","Animation, Adventure, Comedy, Family, Music, Western","$103,951,461",5.4,50.0,15743,,0,0,5,0,2004-03-21,76.0,Home on the Range,http://www.imdb.com/title/tt0299172/,2004
5311,Luis Piedrahita,Rodrigo Sopeña,Luis Piedrahita,Rodrigo Sopeña,Alejo Sauras,Elena Ballesteros,Lluís Homar,Alejo Sauras,Elena Ballesteros,Lluís Homar,,NR,"Rodrigo Sope�a, Luis Piedrahita","Mystery, Thriller",,6.7,,15926,,0,0,1,4,2007-10-07,89.0,La habitaci�n de Fermat,http://www.imdb.com/title/tt1016301/,2007
5312,Travis Cluff,Chris Lofing,Chris Lofing,Travis Cluff,Reese Mishler,Pfeifer Brown,Ryan Shoos,Reese Mishler,Pfeifer Brown,Ryan Shoos,"$100,000",R,"Travis Cluff, Chris Lofing","Horror, Thriller","$22,757,819,",4.2,30.0,16359,,0,0,1,0,2015-07-09,81.0,The Gallows,http://www.imdb.com/title/tt2309260/,2015
